OrgNumber; PhoneNumber; Operator 
"5568312820"; "070-998 75 51"; "HI3G Access AB"
"5562739309"; "076-918 45 11"; "Tele2 Sverige AB"
"5562739309"; "072-877 33 04"; "Tele2 Sverige AB"
"5591112403"; "08-121 474 71"; "Tele2 Sverige AB"
"5591112403"; "0790784421"; "Tele2 Sverige AB"
"5562124023"; "070-370 47 21"; "Telia Sverige AB"
"5590879135"; "070-763 19 18"; "Tele2 Sverige AB"
"5590879135"; "08-22 79 39"; "Tele2 Sverige AB"
"5592046444"; "070-959 40 90"; "TeliaSonera AB"
"5565422507"; "073-320 01 38"; "Tele2 Sverige AB"
"5565422507"; "070-756 64 33"; "Tele2 Sverige AB"
"5565422507"; "070-756 64 33"; "Tele2 Sverige AB"
"5590871330"; "073-920 42 60"; "HI3G Access AB"
"5564156239"; "070-397 49 99"; "Telia Sverige AB"
"5564156239"; "0650-184 40"; "Telia Sverige AB"
"5567675763"; "073-384 14 40"; "TeliaSonera AB"
"5567675763"; "076-363 99 46"; "TeliaSonera AB"
"5569107872"; "073-961 52 19"; "Telenor Sverige AB"
"5569107872"; "070-795 51 23"; "Tele2 Sverige AB"
"5569107872"; "073-961 52 19"; "Telenor Sverige AB"
"5591310429"; "070-681 55 08"; "Telia Sverige AB"
"5562999945"; "08-745 06 60"; "Telia Sverige AB"
"5591673206"; "070-459 39 09"; "Tele2 Sverige AB"
"5568252711"; "070-720 88 91"; "Tele2 Sverige AB"
"5564098456"; "070-518 11 70"; "Telenor Sverige AB"
"5564098456"; "070-833 63 36"; "Telenor Sverige AB"
"5564098456"; "031-16 92 40"; "Telenor Sverige AB"
"5591619472"; "073-057 88 18"; "Telia Sverige AB"
"5591619472"; "0555-132 13"; "Telia Sverige AB"
"5591559223"; "073-386 71 50"; "HI3G Access AB"
"5590282132"; "073-714 87 28"; "TeliaSonera AB"
"5563149755"; "070-263 35 88"; "Telia Sverige AB"
"5563149755"; "070-439 19 87"; "TeliaSonera AB"
"5563149755"; "072-740 60 44"; "Telia Sverige AB"
"5591285282"; "076-327 70 16"; "HI3G Access AB"
"5590338827"; "0900-19 19"; "Telia Sverige AB"
"5590338827"; "018-800 00 85"; "A3 Privat AB"
"5590338827"; "076-706 81 29"; "Tele2 Sverige AB"
"5564753860"; "0923-64 06 53"; "Telia Sverige AB"
"5564753860"; "070-534 06 96"; "TeliaSonera AB"
"5566415971"; "073-392 55 77"; "TeliaSonera AB"
"5567305221"; "070-660 20 91"; "TeliaSonera AB"
"5566927967"; "070-310 54 81"; "Telia Sverige AB"
"5566927967"; "070-249 65 47"; "Telia Sverige AB"
"5590459672"; "076-048 42 70"; "Tele2 Sverige AB"
"5565090858"; "070-597 99 90"; "Tele2 Sverige AB"
"5565090858"; "070-612 77 63"; "Tele2 Sverige AB"
"5565090858"; "070-612 77 57"; "Tele2 Sverige AB"
"5565090858"; "023-163 65"; "Telia Sverige AB"
"5565090858"; "023-199 90"; "Telia Sverige AB"
"5565090858"; "070-597 99 90"; "Tele2 Sverige AB"
"5591035224"; "076-114 04 28"; "Tele2 Sverige AB"
"5591035224"; "076-131 19 19"; "Tele2 Sverige AB"
"5591035224"; "076-130 04 09"; "Tele2 Sverige AB"
"5591035224"; "070-386 07 13"; "Tele2 Sverige AB"
"5590900907"; "019-10 61 66"; "Telia Sverige AB"
"5590317839"; "036-440 70 60"; "Telenor Sverige AB"
"5590317839"; "036-440 70 70"; "Telenor Sverige AB"
"5590317839"; "073-234 96 42"; "Telenor Sverige AB"
"5591112791"; "070-890 97 13"; "Tele2 Sverige AB"
"5591112791"; "073-501 85 79"; "HI3G Access AB"
"5591112791"; "073-545 85 58"; "HI3G Access AB"
"5591112791"; "073-315 15 07"; "HI3G Access AB"
"5591112791"; "070-449 77 89"; "Tele2 Sverige AB"
"5591112791"; "073-670 32 58"; "Tele2 Sverige AB"
"5591112791"; "073-905 25 70"; "Tele2 Sverige AB"
"5591112791"; "018-15 09 09"; "Tele2 Sverige AB"
"5567198089"; "070-213 08 50"; "Telia Sverige AB"
"5566478342"; "070-622 21 81"; "Telia Sverige AB"
"5566478342"; "0322-63 60 83"; "Telia Sverige AB"
"5566026166"; "070-858 42 31"; "Telenor Sverige AB"
"5566026166"; "013-12 77 20"; "Com Hem AB"
"5591531099"; "070-975 34 34"; "Tele2 Sverige AB"
"5569272411"; "070-421 49 00"; "TeliaSonera AB"
"5569272411"; "070-421 49 00"; "TeliaSonera AB"
"5591446231"; "073-440 21 53"; "Tele2 Sverige AB"
"5591446231"; "072-311 12 22"; "Tele2 Sverige AB"
"5567447924"; "070-347 61 79"; "Telenor Sverige AB"
"5561495747"; "0494-712 11"; "Telia Sverige AB"
"5590157730"; "073-521 46 30"; "HI3G Access AB"
"5568451172"; "070-575 48 25"; "TeliaSonera AB"
"5569379893"; "070-728 42 15"; "HI3G Access AB"
"5569378846"; "076-176 93 33"; "HI3G Access AB"
"5569378846"; "0430-78 80 80"; "HI3G Access AB"
"5590366216"; "070-368 40 24"; "HI3G Access AB"
"5569828147"; "070-815 92 38"; "TeliaSonera AB"
"5567191134"; "073-981 47 41"; "Tele2 Sverige AB"
"5567191134"; "070-652 87 41"; "Tele2 Sverige AB"
"5568749807"; "072-734 80 14"; "Telia Sverige AB"
"5568749807"; "073-930 15 59"; "TeliaSonera AB"
"5568749807"; "076-833 43 04"; "Telia Sverige AB"
"5568749807"; "070-282 11 49"; "TeliaSonera AB"
"5564804234"; "070-310 95 11"; "Telenor Sverige AB"
"5564804234"; "073-022 04 13"; "Telenor Sverige AB"
"5564804234"; "0142-214 16"; "Telenor Sverige AB"
"5564804234"; "0142-214 81"; "Telia Sverige AB"
"5568186919"; "070-202 84 68"; "Tele2 Sverige AB"
"5568186919"; "073-425 86 89"; "Tele2 Sverige AB"
"5568186919"; "070-399 24 25"; "Tele2 Sverige AB"
"5565718243"; "021-18 03 71"; "Telenor Sverige AB"
"5565564472"; "073-231 93 03"; "Telenor Sverige AB"
"5565564472"; "08-760 57 30"; "Telia Sverige AB"
"5590296371"; "070-216 56 60"; "Telia Sverige AB"
"5590099015"; "076-883 75 60"; "Telenor Sverige AB"
"5590099015"; "076-883 75 70"; "Telenor Sverige AB"
"5569810616"; "076-611 41 18"; "HI3G Access AB"
"5564773132"; "070-830 52 77"; "Tele2 Sverige AB"
"5563698975"; "070-326 92 58"; "Tele2 Sverige AB"
"5563698975"; "070-856 93 60"; "Telenor Sverige AB"
"5563698975"; "08-410 267 50"; "Telenor Sverige AB"
"5563698975"; "076-868 91 49"; "Telenor Sverige AB"
"5563698975"; "018-36 52 31"; "Telia Sverige AB"
"5563698975"; "070-326 92 58"; "Tele2 Sverige AB"
"5568068695"; "070-379 38 68"; "Telia Sverige AB"
"5562599836"; "070-546 25 19"; "TeliaSonera AB"
"5562599836"; "070-546 25 19"; "TeliaSonera AB"
"5564063377"; "070-272 80 51"; "Telia Sverige AB"
"5590734033"; "070-607 99 13"; "Tele2 Sverige AB"
"5569536237"; "070-634 48 91"; "TeliaSonera AB"
"5565868394"; "0470-681 75"; "Telia Sverige AB"
"5590331251"; "08-471 85 59"; "Tele2 Sverige AB"
"5590633680"; "070-592 33 33"; "HI3G Access AB"
"5567616890"; "070-333 08 51"; "Telia Sverige AB"
"5567369177"; "073-661 88 59"; "Tele2 Sverige AB"
"5567369177"; "070-493 88 51"; "Tele2 Sverige AB"
"5567369177"; "070-493 45 74"; "Tele2 Sverige AB"
"5567369177"; "08-88 62 66"; "Telia Sverige AB"
"5567369177"; "073-661 88 59"; "Tele2 Sverige AB"
"5567369177"; "070-493 88 51"; "Tele2 Sverige AB"
"5568441645"; "036-71 19 21"; "Com Hem AB"
"5567681076"; "070-885 12 43"; "TeliaSonera AB"
"5563725083"; "073-382 44 62"; "Telenor Sverige AB"
"5562044494"; "0221-200 00"; "Telia Sverige AB"
"5567443790"; "070-326 88 33"; "Telia Sverige AB"
"5563179232"; "070-314 63 50"; "Telia Sverige AB"
"5563179232"; "070-330 35 24"; "Telia Sverige AB"
"5563179232"; "072-537 15 34"; "Telia Sverige AB"
"5563179232"; "0226-612 17"; "Telia Sverige AB"
"5569075889"; "073-375 99 94"; "Telenor Sverige AB"
"5569813875"; "070-826 32 10"; "HI3G Access AB"
"5569813875"; "070-826 32 10"; "HI3G Access AB"
"5567666929"; "031-24 31 00"; "HI3G Access AB (fix)"
"5567666929"; "076-815 39 81"; "HI3G Access AB"
"5567666929"; "031-24 73 50"; "Telia Sverige AB"
"5567666929"; "076-177 53 17"; "HI3G Access AB"
"5569779837"; "070-444 81 09"; "HI3G Access AB"
"5569779837"; "072-853 62 26"; "Tele2 Sverige AB"
"5591694996"; "076-182 87 19"; "HI3G Access AB"
"5569847915"; "076-018 97 95"; "HI3G Access AB"
"5590665724"; "073-542 39 40"; "HI3G Access AB"
"5591495881"; "070-616 91 09"; "Telia Sverige AB"
"5569901266"; "073-982 30 08"; "TeliaSonera AB"
"5591585004"; "070-611 15 28"; "Telia Sverige AB"
"5590888391"; "073-530 38 24"; "HI3G Access AB"
"5590888391"; "073-434 50 00"; "Telenor Sverige AB"
"5569757221"; "070-677 05 25"; "Telia Sverige AB"
"5590480090"; "0176-28 28 98"; "Tele2 Sverige AB"
"5590480090"; "0176-28 28 98"; "Tele2 Sverige AB"
"5562907047"; "070-516 00 75"; "TeliaSonera AB"
"5562907047"; "070-516 00 75"; "TeliaSonera AB"
"5567096549"; "072-061 62 93"; "Tele2 Sverige AB"
"5567096549"; "063-12 57 47"; "Tele2 Sverige AB"
"5567096549"; "063-12 57 46"; "Telia Sverige AB"
"5567096549"; "073-803 05 22"; "Telia Sverige AB"
"5567096549"; "073-803 05 22"; "Telia Sverige AB"
"5563947711"; "070-743 11 15"; "Tele2 Sverige AB"
"5563947711"; "070-743 11 15"; "Tele2 Sverige AB"
"5567111132"; "0920-947 50"; "Tele2 Sverige AB"
"5567111132"; "0920-947 50"; "Tele2 Sverige AB"
"5564069853"; "070-622 68 54"; "Tele2 Sverige AB"
"5564069853"; "073-656 03 55"; "Tele2 Sverige AB"
"5564069853"; "070-622 68 54"; "Tele2 Sverige AB"
"5564069853"; "08-520 381 83"; "Tele2 Sverige AB"
"5568430838"; "0510-78 56 51"; "Tele2 Sverige AB"
"5568430838"; "0510-218 18"; "Tele2 Sverige AB"
"5568015514"; "073-361 23 73"; "Telenor Sverige AB"
"5567247563"; "070-681 15 14"; "Telia Sverige AB"
"5567247563"; "08-640 10 78"; "Telia Sverige AB"
"5565470027"; "042-14 02 85"; "Telia Sverige AB"
"5568549256"; "070-592 70 67"; "TeliaSonera AB"
"5591798672"; "073-860 06 20"; "HI3G Access AB"
"5591798672"; "073-860 06 30"; "HI3G Access AB"
"5591798672"; "08-721 60 60"; "HI3G Access AB (fix)"
"5568920788"; "070-693 02 30"; "Telia Sverige AB"
"5568920788"; "070-693 44 44"; "Telia Sverige AB"
"5591576599"; "070-758 84 82"; "Tele2 Sverige AB"
"5591576599"; "070-730 91 36"; "Tele2 Sverige AB"
"5591576599"; "072-533 91 77"; "HI3G Access AB"
"5562453448"; "070-638 78 10"; "Telia Sverige AB"
"5562453448"; "073-345 00 54"; "TeliaSonera AB"
"5590618327"; "070-230 82 58"; "Telia Sverige AB"
"5567458921"; "070-549 39 77"; "TeliaSonera AB"
"5591007033"; "070-875 66 90"; "Tele2 Sverige AB"
"5569001570"; "070-850 63 02"; "Telenor Sverige AB"
"5569001570"; "070-880 52 07"; "Telenor Sverige AB"
"5569001570"; "070-850 63 02"; "Telenor Sverige AB"
"5567006688"; "013-14 34 31"; "Tele2 Sverige AB"
"5590178884"; "070-824 97 54"; "Telenor Sverige AB"
"5590178884"; "070-832 74 83"; "Telenor Sverige AB"
"5590178884"; "073-368 17 08"; "Telenor Sverige AB"
"5569379224"; "070-766 63 50"; "TeliaSonera AB"
"5565455028"; "070-861 76 36"; "TeliaSonera AB"
"5565455028"; "070-564 89 20"; "Telia Sverige AB"
"5565455028"; "070-878 07 28"; "TeliaSonera AB"
"5567393151"; "073-625 66 64"; "HI3G Access AB"
"5560246893"; "035-12 38 00"; "Telia Sverige AB"
"5568839459"; "076-677 22 22"; "HI3G Access AB"
"5568752801"; "070-483 21 32"; "TeliaSonera AB"
"5568752801"; "070-483 21 32"; "TeliaSonera AB"
"5568598352"; "076-080 50 81"; "Tele2 Sverige AB"
"5568598352"; "076-580 89 35"; "Tele2 Sverige AB"
"5568598352"; "076-080 50 81"; "Tele2 Sverige AB"
"5566921234"; "0500-41 66 88"; "Telenor Sverige AB"
"5569123556"; "070-320 09 29"; "Tele2 Sverige AB"
"5569123556"; "070-320 09 29"; "Tele2 Sverige AB"
"5590816079"; "0322-20 73 00"; "HI3G Access AB (fix)"
"5568960461"; "070-923 83 27"; "Telenor Sverige AB"
"5568960461"; "076-628 26 28"; "Telenor Sverige AB"
"5568960461"; "031-54 48 34"; "Com Hem AB"
"5569296162"; "073-931 11 01"; "Tele2 Sverige AB"
"5565723722"; "072-176 97 97"; "Tele2 Sverige AB"
"5565723722"; "070-870 99 19"; "Tele2 Sverige AB"
"5592002595"; "070-243 77 76"; "HI3G Access AB"
"5592002595"; "073-038 59 32"; "HI3G Access AB"
"5590963541"; "072-571 64 19"; "TeliaSonera AB"
"5561116293"; "070-619 21 08"; "Telia Sverige AB"
"5590578828"; "070-432 18 40"; "TeliaSonera AB"
"5590578828"; "070-610 20 82"; "Tele2 Sverige AB"
"5591579486"; "070-210 83 23"; "Tele2 Sverige AB"
"5563697415"; "070-522 78 40"; "Telia Sverige AB"
"5563697415"; "026-12 89 00"; "Telia Sverige AB"
"5563697415"; "070-212 73 00"; "Telia Sverige AB"
"5569622219"; "070-890 10 41"; "Tele2 Sverige AB"
"5569622219"; "070-757 30 06"; "Tele2 Sverige AB"
"5590979828"; "070-990 99 90"; "Qall Telecom AB"
"5566763438"; "070-252 42 67"; "Telia Sverige AB"
"5566763438"; "040-51 09 50"; "Telia Sverige AB"
"5564163300"; "073-325 64 08"; "Telenor Sverige AB"
"5561716571"; "08-25 52 79"; "Telia Sverige AB"
"5561716571"; "070-456 49 84"; "Tele2 Sverige AB"
"5568147226"; "073-378 16 06"; "TeliaSonera AB"
"5567631931"; "073-314 45 99"; "Tele2 Sverige AB"
"5567631931"; "0478-411 94"; "Tele2 Sverige AB"
"5565636940"; "070-940 70 96"; "Telenor Sverige AB"
"5565636940"; "070-265 61 35"; "Telenor Sverige AB"
"5568861586"; "070-769 25 68"; "Tele2 Sverige AB"
"5565294237"; "070-584 19 01"; "Telia Sverige AB"
"5565294237"; "070-584 19 01"; "Telia Sverige AB"
"5566113071"; "070-847 04 32"; "Telenor Sverige AB"
"5566113071"; "070-732 74 74"; "Telenor Sverige AB"
"5566113071"; "070-891 85 19"; "Telenor Sverige AB"
"5566113071"; "070-145 57 17"; "Tele2 Sverige AB"
"5568775430"; "070-510 79 72"; "Telia Sverige AB"
"5566796065"; "070-538 01 59"; "HI3G Access AB"
"5566796065"; "076-319 54 52"; "HI3G Access AB"
"5566796065"; "070-851 49 49"; "TeliaSonera AB"
"5566796065"; "070-851 49 40"; "TeliaSonera AB"
"5566144696"; "072-359 91 10"; "Telenor Sverige AB"
"5566144696"; "010-585 65 55"; "Advoco Software AB"
"5566144696"; "010-585 65 09"; "Advoco Software AB"
"5566144696"; "070-546 75 10"; "Tell it to Mi AB"
"5568084981"; "042-15 22 80"; "TelaVox AB"
"5567454755"; "0418-243 30"; "Telia Sverige AB"
"5568665698"; "073-815 66 39"; "Telia Sverige AB"
"5569938144"; "070-367 36 80"; "Telenor Sverige AB"
"5569938144"; "070-367 36 80"; "Telenor Sverige AB"
"5563831402"; "08-791 74 20"; "Telia Sverige AB"
"5590643432"; "073-642 02 35"; "HI3G Access AB"
"5566082581"; "070-640 88 74"; "Telia Sverige AB"
"5566082581"; "070-592 62 04"; "TeliaSonera AB"
"5566082581"; "0171-823 12"; "Telia Sverige AB"
"5566082581"; "070-640 88 74"; "Telia Sverige AB"
"5591699516"; "070-523 89 33"; "Telenor Sverige AB"
"5563470334"; "070-840 27 27"; "TeliaSonera AB"
"5563470334"; "070-880 27 20"; "TeliaSonera AB"
"5567788319"; "019-12 91 02"; "Telia Sverige AB"
"5567788319"; "070-208 45 55"; "Telenor Sverige AB"
"5566228382"; "070-625 90 12"; "Telia Sverige AB"
"5566228382"; "0171-823 41"; "Telia Sverige AB"
"5566228382"; "070-625 90 12"; "Telia Sverige AB"
"5590056478"; "076-837 91 91"; "Telenor Sverige AB"
"5569135212"; "031-13 51 34"; "Telenor Sverige AB"
"5566948757"; "070-717 55 66"; "Tele2 Sverige AB"
"5566948757"; "073-982 95 72"; "Tele2 Sverige AB"
"5566948757"; "0586-555 70"; "Telia Sverige AB"
"5567263933"; "070-796 25 22"; "TeliaSonera AB"
"5567263933"; "031-706 04 70"; "Telia Sverige AB"
"5567263933"; "031-67 04 70"; "Telia Sverige AB"
"5590606850"; "073-781 04 81"; "TeliaSonera AB"
"5592176365"; "070-010 00 96"; "Tele2 Sverige AB"
"5562672559"; "070-591 40 15"; "Telia Sverige AB"
"5562672559"; "070-834 54 24"; "TeliaSonera AB"
"5562672559"; "08-550 180 15"; "Telia Sverige AB"
"5562672559"; "070-591 40 15"; "Telia Sverige AB"
"5568521776"; "072-742 40 20"; "Telia Sverige AB"
"5568521776"; "0325-320 07"; "Telia Sverige AB"
"5568521776"; "0320-138 00"; "TeliaSonera AB"
"5564386414"; "070-624 49 53"; "Telia Sverige AB"
"5564386414"; "070-624 49 53"; "Telia Sverige AB"
"5592066640"; "070-783 95 94"; "Tele2 Sverige AB"
"5569265688"; "070-247 46 55"; "TeliaSonera AB"
"5569265688"; "031-12 01 04"; "Com Hem AB"
"5569265688"; "070-247 46 55"; "TeliaSonera AB"
"5566910690"; "070-565 57 97"; "Telenor Sverige AB"
"5591535207"; "070-131 89 76"; "TeliaSonera AB"
"5568400153"; "070-559 17 65"; "Telia Sverige AB"
"5566181367"; "070-350 07 45"; "TeliaSonera AB"
"5566181367"; "070-233 85 63"; "Telia Sverige AB"
"5568259658"; "073-358 17 03"; "HI3G Access AB"
"5590243464"; "073-505 42 31"; "Telenor Sverige AB"
"5562743848"; "08-683 14 50"; "Telia Sverige AB"
"5562743848"; "08-93 41 06"; "Telia Sverige AB"
"5591214449"; "073-599 35 58"; "Tele2 Sverige AB"
"5590001003"; "070-213 03 60"; "Tell it to Mi AB"
"5590001003"; "010-585 31 09"; "Advoco Software AB"
"5590454186"; "070-885 02 21"; "HI3G Access AB"
"5590454186"; "076-898 69 15"; "HI3G Access AB"
"5591882062"; "070-857 01 23"; "HI3G Access AB"
"5590218243"; "070-739 60 70"; "Tele2 Sverige AB"
"5591297162"; "073-773 47 78"; "HI3G Access AB"
"5590371117"; "070-243 10 51"; "Telenor Sverige AB"
"5564120037"; "070-625 45 40"; "Telia Sverige AB"
"5564120037"; "0278-352 65"; "Telia Sverige AB"
"5591517817"; "072-553 84 98"; "Tele2 Sverige AB"
"5563766319"; "0142-188 70"; "Telia Sverige AB"
"5563766319"; "070-642 39 55"; "TeliaSonera AB"
"5563766319"; "070-234 91 10"; "Telia Sverige AB"
"5563766319"; "0142-29 79 29"; "Telia Sverige AB"
"5569097982"; "072-726 02 10"; "Telia Sverige AB"
"5568273501"; "070-888 82 83"; "Telenor Sverige AB"
"5569984874"; "073-626 41 80"; "Telenor Sverige AB"
"5568380157"; "070-896 79 15"; "Tele2 Sverige AB"
"5591684302"; "073-420 26 63"; "Telenor Sverige AB"
"5561012393"; "031-21 99 77"; "Telia Sverige AB"
"5565154480"; "070-491 51 56"; "HI3G Access AB"
"5561806885"; "070-639 77 73"; "Telia Sverige AB"
"5561806885"; "033-24 16 69"; "Telia Sverige AB"
"5561806885"; "033-24 85 84"; "Telia Sverige AB"
"5590136197"; "070-911 91 89"; "Telenor Sverige AB"
"5569477200"; "070-580 42 22"; "TeliaSonera AB"
"5568700750"; "076-313 90 19"; "HI3G Access AB"
"5568700750"; "076-313 90 19"; "HI3G Access AB"
"5568058241"; "036-37 58 60"; "Telia Sverige AB"
"5569380529"; "076-049 53 00"; "HI3G Access AB"
"5565587606"; "08-767 18 05"; "Telia Sverige AB"
"5563812014"; "073-091 26 14"; "Telia Sverige AB"
"5563812014"; "0923-141 72"; "Telia Sverige AB"
"5563812014"; "073-091 26 14"; "Telia Sverige AB"
"5567653851"; "0451-104 02"; "Telia Sverige AB"
"5591469696"; "072-720 27 78"; "Telia Sverige AB"
"5562339761"; "070-691 66 63"; "Telia Sverige AB"
"5562339761"; "073-814 20 71"; "Telia Sverige AB"
"5562339761"; "073-843 67 36"; "Telia Sverige AB"
"5562339761"; "073-844 61 45"; "Telia Sverige AB"
"5562339761"; "08-551 745 47"; "Telia Sverige AB"
"5564814639"; "070-741 69 78"; "Telenor Sverige AB"
"5564814639"; "0176-931 30"; "Telenor Sverige AB"
"5566475298"; "08-649 45 46"; "Telia Sverige AB"
"5566475298"; "08-556 665 46"; "Telia Sverige AB"
"5566475298"; "08-649 45 46"; "Telia Sverige AB"
"5566475298"; "08-556 665 46"; "Telia Sverige AB"
"5566475298"; "076-795 22 40"; "TeliaSonera AB"
"5566475298"; "076-799 12 13"; "TeliaSonera AB"
"5591985246"; "0790100296"; "Tele2 Sverige AB"
"5591985246"; "0790100297"; "Tele2 Sverige AB"
"5569179467"; "070-377 89 82"; "Telenor Sverige AB"
"5592020704"; "073-624 49 82"; "Tele2 Sverige AB"
"5592020704"; "070-861 88 30"; "Telenor Sverige AB"
"5592020704"; "072-396 07 19"; "Telenor Sverige AB"
"5569065211"; "070-594 59 30"; "Telenor Sverige AB"
"5569065211"; "070-594 59 30"; "Telenor Sverige AB"
"5565433322"; "073-327 95 70"; "TeliaSonera AB"
"5565991212"; "0652-206 20"; "Cellip AB"
"5565991212"; "0650-182 11"; "TelaVox AB"
"5569570863"; "08-550 332 22"; "Telia Sverige AB"
"5565472643"; "0495-103 18"; "Telia Sverige AB"
"5569363616"; "073-996 16 44"; "Tele2 Sverige AB"
"5569777344"; "070-632 42 07"; "Telia Sverige AB"
"5569777344"; "070-632 42 07"; "Telia Sverige AB"
"5568663503"; "070-061 64 79"; "HI3G Access AB"
"5568663503"; "073-708 59 58"; "HI3G Access AB"
"5591915854"; "073-061 61 53"; "Telenor Sverige AB"
"5566765953"; "0923-67 20 26"; "Telia Sverige AB"
"5568143357"; "072-376 67 63"; "Telenor Sverige AB"
"5590202726"; "070-758 96 17"; "Tele2 Sverige AB"
"5562785112"; "08-32 82 23"; "Telia Sverige AB"
"5563586972"; "070-557 88 84"; "Telia Sverige AB"
"5563586972"; "0591-400 31"; "Telia Sverige AB"
"5566585625"; "070-251 07 40"; "TeliaSonera AB"
"5566585625"; "070-218 91 73"; "Telia Sverige AB"
"5566585625"; "070-224 37 75"; "Telia Sverige AB"
"5565819843"; "070-679 95 48"; "Telenor Sverige AB"
"5565819843"; "070-679 95 48"; "Telenor Sverige AB"
"5566396510"; "070-676 61 00"; "Telia Sverige AB"
"5563447456"; "070-644 80 22"; "Telia Sverige AB"
"5563447456"; "070-563 67 26"; "Telia Sverige AB"
"5563447456"; "070-632 94 14"; "Telia Sverige AB"
"5563447456"; "018-38 71 50"; "Telia Sverige AB"
"5569128654"; "040-97 65 50"; "TelaVox AB"
"5569815482"; "076-262 90 78"; "TeliaSonera AB"
"5569894909"; "070-911 64 84"; "TeliaSonera AB"
"5569894909"; "072-242 82 25"; "Telia Sverige AB"
"5568563448"; "072-725 49 14"; "Tele2 Sverige AB"
"5590447891"; "070-275 88 46"; "Telia Sverige AB"
"5592077639"; "070-899 51 08"; "Telenor Sverige AB"
"5592077639"; "0454-545 44"; "Telenor Sverige AB"
"5590935820"; "070-975 57 88"; "Telenor Sverige AB"
"5590935820"; "070-975 57 89"; "Telenor Sverige AB"
"5592016843"; "073-022 97 33"; "HI3G Access AB"
"5592016843"; "073-022 85 40"; "HI3G Access AB"
"5568832728"; "070-389 53 17"; "Telia Sverige AB"
"5564127842"; "070-777 17 12"; "Tele2 Sverige AB"
"5569831778"; "08-580 808 50"; "HI3G Access AB"
"5564466018"; "08-545 117 32"; "Telia Sverige AB"
"5564466018"; "070-556 42 66"; "HI3G Access AB"
"5561365635"; "046-211 66 53"; "Telia Sverige AB"
"5590154141"; "070-342 28 52"; "TeliaSonera AB"
"5590461504"; "070-601 55 77"; "TeliaSonera AB"
"5568873516"; "08-590 329 80"; "Telia Sverige AB"
"5567766521"; "073-423 61 87"; "Telenor Sverige AB"
"5567766521"; "073-423 61 87"; "Telenor Sverige AB"
"5591510127"; "0303-23 74 24"; "Tele2 Sverige AB"
"5563842540"; "070-836 36 90"; "HI3G Access AB"
"5563842540"; "070-836 36 90"; "HI3G Access AB"
"5567927438"; "070-734 86 17"; "Tele2 Sverige AB"
"5591332407"; "070-454 81 00"; "TeliaSonera AB"
"5563372050"; "070-760 93 60"; "Tele2 Sverige AB"
"5568221708"; "070-690 74 96"; "HI3G Access AB"
"5566826524"; "072-309 80 10"; "HI3G Access AB"
"5566826524"; "073-960 60 22"; "HI3G Access AB"
"5566826524"; "070-897 15 58"; "HI3G Access AB"
"5563110773"; "035-15 77 10"; "Telia Sverige AB"
"5562488196"; "0522-323 33"; "TeliaSonera AB"
"5562488196"; "013-637 55"; "Telia Sverige AB"
"5562488196"; "013-637 54"; "Telia Sverige AB"
"5565343182"; "070-652 22 79"; "Telia Sverige AB"
"5567141923"; "021-253 60"; "Telia Sverige AB"
"5563285997"; "031-795 79 90"; "Telenor Sverige AB"
"5563285997"; "031-94 94 40"; "Telia Sverige AB"
"5569150831"; "070-863 37 17"; "Tele2 Sverige AB"
"5565005310"; "070-564 38 47"; "TeliaSonera AB"
"5565005310"; "070-656 60 43"; "TeliaSonera AB"
"5564156189"; "0494-102 22"; "Telia Sverige AB"
"5564156189"; "0494-101 30"; "Telia Sverige AB"
"5564156189"; "070-559 01 60"; "Telia Sverige AB"
"5564156189"; "0494-101 30"; "Telia Sverige AB"
"5564156189"; "070-559 01 60"; "Telia Sverige AB"
"5590106695"; "073-984 30 40"; "TeliaSonera AB"
"5590106695"; "070-559 76 27"; "TeliaSonera AB"
"5568771280"; "031-81 45 11"; "Telia Sverige AB"
"5568771280"; "070-301 74 51"; "TeliaSonera AB"
"5568771280"; "031-81 46 11"; "Telia Sverige AB"
"5568131832"; "073-388 34 10"; "Telenor Sverige AB"
"5568131832"; "033-10 02 44"; "Telia Sverige AB"
"5591906051"; "076-762 10 64"; "TeliaSonera AB"
"5591270086"; "070-860 00 35"; "HI3G Access AB"
"5591270086"; "070-728 50 41"; "HI3G Access AB"
"5590769831"; "073-673 15 42"; "Tele2 Sverige AB"
"5590769831"; "0155-45 32 00"; "Tele2 Sverige AB"
"5566900071"; "08-530 300 15"; "Telenor Sverige AB"
"5566900071"; "0221-520 45"; "Telia Sverige AB"
"5566900071"; "073-784 73 21"; "Telenor Sverige AB"
"5566900071"; "070-492 41 67"; "Telenor Sverige AB"
"5566900071"; "08-530 300 15"; "Telenor Sverige AB"
"5569956740"; "073-378 87 14"; "HI3G Access AB"
"5569956740"; "076-170 69 39"; "HI3G Access AB"
"5565270161"; "070-837 01 02"; "HI3G Access AB"
"5565270161"; "070-837 01 02"; "HI3G Access AB"
"5565270161"; "018-24 24 44"; "Telia Sverige AB"
"5568959695"; "073-983 74 70"; "TeliaSonera AB"
"5590519574"; "070-834 35 08"; "HI3G Access AB"
"5568805922"; "073-811 89 07"; "HI3G Access AB"
"5591766695"; "070-317 22 65"; "TeliaSonera AB"
"5567570246"; "040-12 13 12"; "Telia Sverige AB"
"5567570246"; "070-463 31 20"; "TeliaSonera AB"
"5565627758"; "08-694 76 26"; "Telia Sverige AB"
